"from_airport";"to_airport";"departure_time";"arrival_time";"flight_number";"price"
"Milan";"Vienna";2017-11-11 17:18:00;2017-11-11 19:48:00;"FN343";1881
"London";"Milan";2017-11-11 19:45:00;2017-11-11 22:15:00;"FN356";11298
"Prague";"Milan";2017-11-11 07:16:00;2017-11-11 09:46:00;"FN363";2978
"Vienna";"Milan";2017-11-11 10:28:00;2017-11-11 12:58:00;"FN299";5804
"Prague";"London";2017-11-12 16:56:00;2017-11-12 19:26:00;"FN297";10927
"Vienna";"London";2017-11-12 14:37:00;2017-11-12 17:07:00;"FN367";12177
"Milan";"London";2017-11-12 12:29:00;2017-11-12 14:59:00;"FN373";9085
"London";"Prague";2017-11-12 13:35:00;2017-11-12 16:05:00;"FN277";9682
"Vienna";"Prague";2017-11-12 20:59:00;2017-11-12 23:29:00;"FN310";3425
"Milan";"Prague";2017-11-12 09:07:00;2017-11-12 11:37:00;"FN267";5111
"London";"Vienna";2017-11-12 05:52:00;2017-11-12 08:22:00;"FN338";2797
"Prague";"Vienna";2017-11-12 11:31:00;2017-11-12 14:01:00;"FN389";3794
"Milan";"Vienna";2017-11-12 17:18:00;2017-11-12 19:48:00;"FN343";10646
"London";"Milan";2017-11-12 19:45:00;2017-11-12 22:15:00;"FN356";4334
"Prague";"Milan";2017-11-12 07:16:00;2017-11-12 09:46:00;"FN363";13567
"Vienna";"Milan";2017-11-12 10:28:00;2017-11-12 12:58:00;"FN299";9049
"Prague";"London";2017-11-13 16:56:00;2017-11-13 19:26:00;"FN297";13726
"Vienna";"London";2017-11-13 14:37:00;2017-11-13 17:07:00;"FN367";7343
"Milan";"London";2017-11-13 12:29:00;2017-11-13 14:59:00;"FN373";4741
"London";"Prague";2017-11-13 13:35:00;2017-11-13 16:05:00;"FN277";6287
"Vienna";"Prague";2017-11-13 20:59:00;2017-11-13 23:29:00;"FN310";11389
"Milan";"Prague";2017-11-13 09:07:00;2017-11-13 11:37:00;"FN267";8345
"London";"Vienna";2017-11-13 05:52:00;2017-11-13 08:22:00;"FN338";3527
"Prague";"Vienna";2017-11-13 11:31:00;2017-11-13 14:01:00;"FN389";4477
"Milan";"Vienna";2017-11-13 17:18:00;2017-11-13 19:48:00;"FN343";2954
"London";"Milan";2017-11-13 19:45:00;2017-11-13 22:15:00;"FN356";15496
"Prague";"Milan";2017-11-13 07:16:00;2017-11-13 09:46:00;"FN363";6725
"Vienna";"Milan";2017-11-13 10:28:00;2017-11-13 12:58:00;"FN299";16884
"Prague";"London";2017-11-14 16:56:00;2017-11-14 19:26:00;"FN297";6583
"Vienna";"London";2017-11-14 14:37:00;2017-11-14 17:07:00;"FN367";16385
"Milan";"London";2017-11-14 12:29:00;2017-11-14 14:59:00;"FN373";18910
"London";"Prague";2017-11-14 13:35:00;2017-11-14 16:05:00;"FN277";8807
"Vienna";"Prague";2017-11-14 20:59:00;2017-11-14 23:29:00;"FN310";12097
"Milan";"Prague";2017-11-14 09:07:00;2017-11-14 11:37:00;"FN267";3049
"London";"Vienna";2017-11-14 05:52:00;2017-11-14 08:22:00;"FN338";8657
"Prague";"Vienna";2017-11-14 11:31:00;2017-11-14 14:01:00;"FN389";2784
"Milan";"Vienna";2017-11-14 17:18:00;2017-11-14 19:48:00;"FN343";5756
"London";"Milan";2017-11-14 19:45:00;2017-11-14 22:15:00;"FN356";3469
"Prague";"Milan";2017-11-14 07:16:00;2017-11-14 09:46:00;"FN363";9708
"Vienna";"Milan";2017-11-14 10:28:00;2017-11-14 12:58:00;"FN299";13869
"Prague";"London";2017-11-15 16:56:00;2017-11-15 19:26:00;"FN297";13699
"Vienna";"London";2017-11-15 14:37:00;2017-11-15 17:07:00;"FN367";15592
"Milan";"London";2017-11-15 12:29:00;2017-11-15 14:59:00;"FN373";4729
"London";"Prague";2017-11-15 13:35:00;2017-11-15 16:05:00;"FN277";11493
"Vienna";"Prague";2017-11-15 20:59:00;2017-11-15 23:29:00;"FN310";4196
"Milan";"Prague";2017-11-15 09:07:00;2017-11-15 11:37:00;"FN267";21099
"London";"Vienna";2017-11-15 05:52:00;2017-11-15 08:22:00;"FN338";10959
"Prague";"Vienna";2017-11-15 11:31:00;2017-11-15 14:01:00;"FN389";2017
"Milan";"Vienna";2017-11-15 17:18:00;2017-11-15 19:48:00;"FN343";15027
"London";"Milan";2017-11-15 19:45:00;2017-11-15 22:15:00;"FN356";14540
"Prague";"Milan";2017-11-15 07:16:00;2017-11-15 09:46:00;"FN363";8795
"Vienna";"Milan";2017-11-15 10:28:00;2017-11-15 12:58:00;"FN299";11049
"Prague";"London";2017-11-16 16:56:00;2017-11-16 19:26:00;"FN297";9040
"Vienna";"London";2017-11-16 14:37:00;2017-11-16 17:07:00;"FN367";2821
"Milan";"London";2017-11-16 12:29:00;2017-11-16 14:59:00;"FN373";7809
"London";"Prague";2017-11-16 13:35:00;2017-11-16 16:05:00;"FN277";12338
"Vienna";"Prague";2017-11-16 20:59:00;2017-11-16 23:29:00;"FN310";4434
"Milan";"Prague";2017-11-16 09:07:00;2017-11-16 11:37:00;"FN267";18074
"London";"Vienna";2017-11-16 05:52:00;2017-11-16 08:22:00;"FN338";6054
"Prague";"Vienna";2017-11-16 11:31:00;2017-11-16 14:01:00;"FN389";17344
"Milan";"Vienna";2017-11-16 17:18:00;2017-11-16 19:48:00;"FN343";2759
"London";"Milan";2017-11-16 19:45:00;2017-11-16 22:15:00;"FN356";6068
"Prague";"Milan";2017-11-16 07:16:00;2017-11-16 09:46:00;"FN363";15348
"Vienna";"Milan";2017-11-16 10:28:00;2017-11-16 12:58:00;"FN299";17232
"Prague";"London";2017-11-17 16:56:00;2017-11-17 19:26:00;"FN297";5977
"Vienna";"London";2017-11-17 14:37:00;2017-11-17 17:07:00;"FN367";9473
"Milan";"London";2017-11-17 12:29:00;2017-11-17 14:59:00;"FN373";5857
"London";"Prague";2017-11-17 13:35:00;2017-11-17 16:05:00;"FN277";8842
"Vienna";"Prague";2017-11-17 20:59:00;2017-11-17 23:29:00;"FN310";4341
"Milan";"Prague";2017-11-17 09:07:00;2017-11-17 11:37:00;"FN267";13708
"London";"Vienna";2017-11-17 05:52:00;2017-11-17 08:22:00;"FN338";13814
"Prague";"Vienna";2017-11-17 11:31:00;2017-11-17 14:01:00;"FN389";10392
"Milan";"Vienna";2017-11-17 17:18:00;2017-11-17 19:48:00;"FN343";7244
"London";"Milan";2017-11-17 19:45:00;2017-11-17 22:15:00;"FN356";13125
"Prague";"Milan";2017-11-17 07:16:00;2017-11-17 09:46:00;"FN363";2014
"Vienna";"Milan";2017-11-17 10:28:00;2017-11-17 12:58:00;"FN299";2464
"Prague";"London";2017-11-18 16:56:00;2017-11-18 19:26:00;"FN297";21309
"Vienna";"London";2017-11-18 14:37:00;2017-11-18 17:07:00;"FN367";2199
"Milan";"London";2017-11-18 12:29:00;2017-11-18 14:59:00;"FN373";14514
"London";"Prague";2017-11-18 13:35:00;2017-11-18 16:05:00;"FN277";2514
"Vienna";"Prague";2017-11-18 20:59:00;2017-11-18 23:29:00;"FN310";5232
"Milan";"Prague";2017-11-18 09:07:00;2017-11-18 11:37:00;"FN267";3126
"London";"Vienna";2017-11-18 05:52:00;2017-11-18 08:22:00;"FN338";7762
"Prague";"Vienna";2017-11-18 11:31:00;2017-11-18 14:01:00;"FN389";14280
"Milan";"Vienna";2017-11-18 17:18:00;2017-11-18 19:48:00;"FN343";3176
"London";"Milan";2017-11-18 19:45:00;2017-11-18 22:15:00;"FN356";4779
"Prague";"Milan";2017-11-18 07:16:00;2017-11-18 09:46:00;"FN363";15568
"Vienna";"Milan";2017-11-18 10:28:00;2017-11-18 12:58:00;"FN299";4444
"Prague";"London";2017-11-19 16:56:00;2017-11-19 19:26:00;"FN297";3400
"Vienna";"London";2017-11-19 14:37:00;2017-11-19 17:07:00;"FN367";7427
"Milan";"London";2017-11-19 12:29:00;2017-11-19 14:59:00;"FN373";3104
"London";"Prague";2017-11-19 13:35:00;2017-11-19 16:05:00;"FN277";4488
"Vienna";"Prague";2017-11-19 20:59:00;2017-11-19 23:29:00;"FN310";6458
"Milan";"Prague";2017-11-19 09:07:00;2017-11-19 11:37:00;"FN267";7054
"London";"Vienna";2017-11-19 05:52:00;2017-11-19 08:22:00;"FN338";8789
"Prague";"Vienna";2017-11-19 11:31:00;2017-11-19 14:01:00;"FN389";11061
"Milan";"Vienna";2017-11-19 17:18:00;2017-11-19 19:48:00;"FN343";15477
"London";"Milan";2017-11-19 19:45:00;2017-11-19 22:15:00;"FN356";7350
"Prague";"Milan";2017-11-19 07:16:00;2017-11-19 09:46:00;"FN363";3772
"Vienna";"Milan";2017-11-19 10:28:00;2017-11-19 12:58:00;"FN299";18290
"Prague";"London";2017-11-20 16:56:00;2017-11-20 19:26:00;"FN297";2724
"Vienna";"London";2017-11-20 14:37:00;2017-11-20 17:07:00;"FN367";7750
"Milan";"London";2017-11-20 12:29:00;2017-11-20 14:59:00;"FN373";8098
"London";"Prague";2017-11-20 13:35:00;2017-11-20 16:05:00;"FN277";9140
"Vienna";"Prague";2017-11-20 20:59:00;2017-11-20 23:29:00;"FN310";7575
"Milan";"Prague";2017-11-20 09:07:00;2017-11-20 11:37:00;"FN267";9292
"London";"Vienna";2017-11-20 05:52:00;2017-11-20 08:22:00;"FN338";8629
"Prague";"Vienna";2017-11-20 11:31:00;2017-11-20 14:01:00;"FN389";8269
"Milan";"Vienna";2017-11-20 17:18:00;2017-11-20 19:48:00;"FN343";8238
"London";"Milan";2017-11-20 19:45:00;2017-11-20 22:15:00;"FN356";7952
"Prague";"Milan";2017-11-20 07:16:00;2017-11-20 09:46:00;"FN363";9154
"Vienna";"Milan";2017-11-20 10:28:00;2017-11-20 12:58:00;"FN299";6969
"Prague";"London";2017-11-21 16:56:00;2017-11-21 19:26:00;"FN297";3706
"Vienna";"London";2017-11-21 14:37:00;2017-11-21 17:07:00;"FN367";7296
"Milan";"London";2017-11-21 12:29:00;2017-11-21 14:59:00;"FN373";16023
"London";"Prague";2017-11-21 13:35:00;2017-11-21 16:05:00;"FN277";2917
"Vienna";"Prague";2017-11-21 20:59:00;2017-11-21 23:29:00;"FN310";5870
"Milan";"Prague";2017-11-21 09:07:00;2017-11-21 11:37:00;"FN267";12147
"London";"Vienna";2017-11-21 05:52:00;2017-11-21 08:22:00;"FN338";3745
"Prague";"Vienna";2017-11-21 11:31:00;2017-11-21 14:01:00;"FN389";4477
"Milan";"Vienna";2017-11-21 17:18:00;2017-11-21 19:48:00;"FN343";20132
"London";"Milan";2017-11-21 19:45:00;2017-11-21 22:15:00;"FN356";5398
"Prague";"Milan";2017-11-21 07:16:00;2017-11-21 09:46:00;"FN363";5882
"Vienna";"Milan";2017-11-21 10:28:00;2017-11-21 12:58:00;"FN299";2975
"Prague";"London";2017-11-22 16:56:00;2017-11-22 19:26:00;"FN297";11166
"Vienna";"London";2017-11-22 14:37:00;2017-11-22 17:07:00;"FN367";16313
"Milan";"London";2017-11-22 12:29:00;2017-11-22 14:59:00;"FN373";5954
"London";"Prague";2017-11-22 13:35:00;2017-11-22 16:05:00;"FN277";1750
"Vienna";"Prague";2017-11-22 20:59:00;2017-11-22 23:29:00;"FN310";6356
"Milan";"Prague";2017-11-22 09:07:00;2017-11-22 11:37:00;"FN267";5546
"London";"Vienna";2017-11-22 05:52:00;2017-11-22 08:22:00;"FN338";6105
"Prague";"Vienna";2017-11-22 11:31:00;2017-11-22 14:01:00;"FN389";18465
"Milan";"Vienna";2017-11-22 17:18:00;2017-11-22 19:48:00;"FN343";3688
"London";"Milan";2017-11-22 19:45:00;2017-11-22 22:15:00;"FN356";8807
"Prague";"Milan";2017-11-22 07:16:00;2017-11-22 09:46:00;"FN363";3178
"Vienna";"Milan";2017-11-22 10:28:00;2017-11-22 12:58:00;"FN299";5522
"Prague";"London";2017-11-23 16:56:00;2017-11-23 19:26:00;"FN297";9443
"Vienna";"London";2017-11-23 14:37:00;2017-11-23 17:07:00;"FN367";6907
"Milan";"London";2017-11-23 12:29:00;2017-11-23 14:59:00;"FN373";3203
"London";"Prague";2017-11-23 13:35:00;2017-11-23 16:05:00;"FN277";3603
"Vienna";"Prague";2017-11-23 20:59:00;2017-11-23 23:29:00;"FN310";4864
"Milan";"Prague";2017-11-23 09:07:00;2017-11-23 11:37:00;"FN267";15262
"London";"Vienna";2017-11-23 05:52:00;2017-11-23 08:22:00;"FN338";7537
"Prague";"Vienna";2017-11-23 11:31:00;2017-11-23 14:01:00;"FN389";8422
"Milan";"Vienna";2017-11-23 17:18:00;2017-11-23 19:48:00;"FN343";10822
"London";"Milan";2017-11-23 19:45:00;2017-11-23 22:15:00;"FN356";10408
"Prague";"Milan";2017-11-23 07:16:00;2017-11-23 09:46:00;"FN363";1724
"Vienna";"Milan";2017-11-23 10:28:00;2017-11-23 12:58:00;"FN299";14677
"Prague";"London";2017-11-24 16:56:00;2017-11-24 19:26:00;"FN297";4257
"Vienna";"London";2017-11-24 14:37:00;2017-11-24 17:07:00;"FN367";2044
"Milan";"London";2017-11-24 12:29:00;2017-11-24 14:59:00;"FN373";12306
"London";"Prague";2017-11-24 13:35:00;2017-11-24 16:05:00;"FN277";9294
"Vienna";"Prague";2017-11-24 20:59:00;2017-11-24 23:29:00;"FN310";19195
"Milan";"Prague";2017-11-24 09:07:00;2017-11-24 11:37:00;"FN267";7144
"London";"Vienna";2017-11-24 05:52:00;2017-11-24 08:22:00;"FN338";6897
"Prague";"Vienna";2017-11-24 11:31:00;2017-11-24 14:01:00;"FN389";19343
"Milan";"Vienna";2017-11-24 17:18:00;2017-11-24 19:48:00;"FN343";3090
"London";"Milan";2017-11-24 19:45:00;2017-11-24 22:15:00;"FN356";14467
"Prague";"Milan";2017-11-24 07:16:00;2017-11-24 09:46:00;"FN363";4526
"Vienna";"Milan";2017-11-24 10:28:00;2017-11-24 12:58:00;"FN299";6337
"Prague";"London";2017-11-25 16:56:00;2017-11-25 19:26:00;"FN297";8782
"Vienna";"London";2017-11-25 14:37:00;2017-11-25 17:07:00;"FN367";8393
"Milan";"London";2017-11-25 12:29:00;2017-11-25 14:59:00;"FN373";2004
"London";"Prague";2017-11-25 13:35:00;2017-11-25 16:05:00;"FN277";8922
"Vienna";"Prague";2017-11-25 20:59:00;2017-11-25 23:29:00;"FN310";5255
"Milan";"Prague";2017-11-25 09:07:00;2017-11-25 11:37:00;"FN267";12478
"London";"Vienna";2017-11-25 05:52:00;2017-11-25 08:22:00;"FN338";6039
"Prague";"Vienna";2017-11-25 11:31:00;2017-11-25 14:01:00;"FN389";21552
"Milan";"Vienna";2017-11-25 17:18:00;2017-11-25 19:48:00;"FN343";8246
"London";"Milan";2017-11-25 19:45:00;2017-11-25 22:15:00;"FN356";5774
"Prague";"Milan";2017-11-25 07:16:00;2017-11-25 09:46:00;"FN363";3417
"Vienna";"Milan";2017-11-25 10:28:00;2017-11-25 12:58:00;"FN299";19705
"Prague";"London";2017-11-26 16:56:00;2017-11-26 19:26:00;"FN297";5595
"Vienna";"London";2017-11-26 14:37:00;2017-11-26 17:07:00;"FN367";5778
"Milan";"London";2017-11-26 12:29:00;2017-11-26 14:59:00;"FN373";4084
"London";"Prague";2017-11-26 13:35:00;2017-11-26 16:05:00;"FN277";10630
"Vienna";"Prague";2017-11-26 20:59:00;2017-11-26 23:29:00;"FN310";11355
"Milan";"Prague";2017-11-26 09:07:00;2017-11-26 11:37:00;"FN267";12072
"London";"Vienna";2017-11-26 05:52:00;2017-11-26 08:22:00;"FN338";1267
"Prague";"Vienna";2017-11-26 11:31:00;2017-11-26 14:01:00;"FN389";6129
"Milan";"Vienna";2017-11-26 17:18:00;2017-11-26 19:48:00;"FN343";11743
"London";"Milan";2017-11-26 19:45:00;2017-11-26 22:15:00;"FN356";10085
"Prague";"Milan";2017-11-26 07:16:00;2017-11-26 09:46:00;"FN363";14099
"Vienna";"Milan";2017-11-26 10:28:00;2017-11-26 12:58:00;"FN299";4646
"Prague";"London";2017-11-27 16:56:00;2017-11-27 19:26:00;"FN297";5184
"Vienna";"London";2017-11-27 14:37:00;2017-11-27 17:07:00;"FN367";8789
"Milan";"London";2017-11-27 12:29:00;2017-11-27 14:59:00;"FN373";3616
"London";"Prague";2017-11-27 13:35:00;2017-11-27 16:05:00;"FN277";9336
"Vienna";"Prague";2017-11-27 20:59:00;2017-11-27 23:29:00;"FN310";10871
"Milan";"Prague";2017-11-27 09:07:00;2017-11-27 11:37:00;"FN267";3215
"London";"Vienna";2017-11-27 05:52:00;2017-11-27 08:22:00;"FN338";3117
"Prague";"Vienna";2017-11-27 11:31:00;2017-11-27 14:01:00;"FN389";5110
"Milan";"Vienna";2017-11-27 17:18:00;2017-11-27 19:48:00;"FN343";9416
"London";"Milan";2017-11-27 19:45:00;2017-11-27 22:15:00;"FN356";10035
"Prague";"Milan";2017-11-27 07:16:00;2017-11-27 09:46:00;"FN363";12338
"Vienna";"Milan";2017-11-27 10:28:00;2017-11-27 12:58:00;"FN299";13365
"Prague";"London";2017-11-28 16:56:00;2017-11-28 19:26:00;"FN297";24092
"Vienna";"London";2017-11-28 14:37:00;2017-11-28 17:07:00;"FN367";13249
"Milan";"London";2017-11-28 12:29:00;2017-11-28 14:59:00;"FN373";8606
"London";"Prague";2017-11-28 13:35:00;2017-11-28 16:05:00;"FN277";14630
"Vienna";"Prague";2017-11-28 20:59:00;2017-11-28 23:29:00;"FN310";6504
"Milan";"Prague";2017-11-28 09:07:00;2017-11-28 11:37:00;"FN267";2851
"London";"Vienna";2017-11-28 05:52:00;2017-11-28 08:22:00;"FN338";4872
"Prague";"Vienna";2017-11-28 11:31:00;2017-11-28 14:01:00;"FN389";18425
"Milan";"Vienna";2017-11-28 17:18:00;2017-11-28 19:48:00;"FN343";7109
"London";"Milan";2017-11-28 19:45:00;2017-11-28 22:15:00;"FN356";13350
"Prague";"Milan";2017-11-28 07:16:00;2017-11-28 09:46:00;"FN363";9494
"Vienna";"Milan";2017-11-28 10:28:00;2017-11-28 12:58:00;"FN299";9489
"Prague";"London";2017-11-29 16:56:00;2017-11-29 19:26:00;"FN297";17973
"Vienna";"London";2017-11-29 14:37:00;2017-11-29 17:07:00;"FN367";6365
"Milan";"London";2017-11-29 12:29:00;2017-11-29 14:59:00;"FN373";17474
"London";"Prague";2017-11-29 13:35:00;2017-11-29 16:05:00;"FN277";9906
"Vienna";"Prague";2017-11-29 20:59:00;2017-11-29 23:29:00;"FN310";8731
"Milan";"Prague";2017-11-29 09:07:00;2017-11-29 11:37:00;"FN267";15057
"London";"Vienna";2017-11-29 05:52:00;2017-11-29 08:22:00;"FN338";3518
"Prague";"Vienna";2017-11-29 11:31:00;2017-11-29 14:01:00;"FN389";13820
"Milan";"Vienna";2017-11-29 17:18:00;2017-11-29 19:48:00;"FN343";9990
"London";"Milan";2017-11-29 19:45:00;2017-11-29 22:15:00;"FN356";6518
"Prague";"Milan";2017-11-29 07:16:00;2017-11-29 09:46:00;"FN363";4002
"Vienna";"Milan";2017-11-29 10:28:00;2017-11-29 12:58:00;"FN299";10831
"Prague";"London";2017-11-30 16:56:00;2017-11-30 19:26:00;"FN297";3900
"Vienna";"London";2017-11-30 14:37:00;2017-11-30 17:07:00;"FN367";9324
"Milan";"London";2017-11-30 12:29:00;2017-11-30 14:59:00;"FN373";3699
"London";"Prague";2017-11-30 13:35:00;2017-11-30 16:05:00;"FN277";7093
"Vienna";"Prague";2017-11-30 20:59:00;2017-11-30 23:29:00;"FN310";3251
"Milan";"Prague";2017-11-30 09:07:00;2017-11-30 11:37:00;"FN267";2115
"London";"Vienna";2017-11-30 05:52:00;2017-11-30 08:22:00;"FN338";11606
"Prague";"Vienna";2017-11-30 11:31:00;2017-11-30 14:01:00;"FN389";7923
"Milan";"Vienna";2017-11-30 17:18:00;2017-11-30 19:48:00;"FN343";4140
"London";"Milan";2017-11-30 19:45:00;2017-11-30 22:15:00;"FN356";20715
"Prague";"Milan";2017-11-30 07:16:00;2017-11-30 09:46:00;"FN363";6876
"Vienna";"Milan";2017-11-30 10:28:00;2017-11-30 12:58:00;"FN299";5904
"Prague";"London";2017-12-01 16:56:00;2017-12-01 19:26:00;"FN297";1861
"Vienna";"London";2017-12-01 14:37:00;2017-12-01 17:07:00;"FN367";12400
"Milan";"London";2017-12-01 12:29:00;2017-12-01 14:59:00;"FN373";5064
"London";"Prague";2017-12-01 13:35:00;2017-12-01 16:05:00;"FN277";7977
"Vienna";"Prague";2017-12-01 20:59:00;2017-12-01 23:29:00;"FN310";11076
"Milan";"Prague";2017-12-01 09:07:00;2017-12-01 11:37:00;"FN267";5285
"London";"Vienna";2017-12-01 05:52:00;2017-12-01 08:22:00;"FN338";13489
"Prague";"Vienna";2017-12-01 11:31:00;2017-12-01 14:01:00;"FN389";8657
"Milan";"Vienna";2017-12-01 17:18:00;2017-12-01 19:48:00;"FN343";2071
"London";"Milan";2017-12-01 19:45:00;2017-12-01 22:15:00;"FN356";4796
"Prague";"Milan";2017-12-01 07:16:00;2017-12-01 09:46:00;"FN363";14805
"Vienna";"Milan";2017-12-01 10:28:00;2017-12-01 12:58:00;"FN299";16651
"Prague";"London";2017-12-02 16:56:00;2017-12-02 19:26:00;"FN297";7256
"Vienna";"London";2017-12-02 14:37:00;2017-12-02 17:07:00;"FN367";6155
"Milan";"London";2017-12-02 12:29:00;2017-12-02 14:59:00;"FN373";4957
"London";"Prague";2017-12-02 13:35:00;2017-12-02 16:05:00;"FN277";6840
"Vienna";"Prague";2017-12-02 20:59:00;2017-12-02 23:29:00;"FN310";15222
"Milan";"Prague";2017-12-02 09:07:00;2017-12-02 11:37:00;"FN267";1211
"London";"Vienna";2017-12-02 05:52:00;2017-12-02 08:22:00;"FN338";18157
"Prague";"Vienna";2017-12-02 11:31:00;2017-12-02 14:01:00;"FN389";10979
"Milan";"Vienna";2017-12-02 17:18:00;2017-12-02 19:48:00;"FN343";4276
"London";"Milan";2017-12-02 19:45:00;2017-12-02 22:15:00;"FN356";3655
"Prague";"Milan";2017-12-02 07:16:00;2017-12-02 09:46:00;"FN363";10251
"Vienna";"Milan";2017-12-02 10:28:00;2017-12-02 12:58:00;"FN299";4517
"Prague";"London";2017-12-03 16:56:00;2017-12-03 19:26:00;"FN297";12092
"Vienna";"London";2017-12-03 14:37:00;2017-12-03 17:07:00;"FN367";2364
"Milan";"London";2017-12-03 12:29:00;2017-12-03 14:59:00;"FN373";15411
"London";"Prague";2017-12-03 13:35:00;2017-12-03 16:05:00;"FN277";13344
"Vienna";"Prague";2017-12-03 20:59:00;2017-12-03 23:29:00;"FN310";2508
"Milan";"Prague";2017-12-03 09:07:00;2017-12-03 11:37:00;"FN267";6466
"London";"Vienna";2017-12-03 05:52:00;2017-12-03 08:22:00;"FN338";7112
"Prague";"Vienna";2017-12-03 11:31:00;2017-12-03 14:01:00;"FN389";4586
"Milan";"Vienna";2017-12-03 17:18:00;2017-12-03 19:48:00;"FN343";3543
"London";"Milan";2017-12-03 19:45:00;2017-12-03 22:15:00;"FN356";9591
"Prague";"Milan";2017-12-03 07:16:00;2017-12-03 09:46:00;"FN363";5976
"Vienna";"Milan";2017-12-03 10:28:00;2017-12-03 12:58:00;"FN299";5589
"Prague";"London";2017-12-04 16:56:00;2017-12-04 19:26:00;"FN297";12117
"Vienna";"London";2017-12-04 14:37:00;2017-12-04 17:07:00;"FN367";12726
"Milan";"London";2017-12-04 12:29:00;2017-12-04 14:59:00;"FN373";4294
"London";"Prague";2017-12-04 13:35:00;2017-12-04 16:05:00;"FN277";4629
"Vienna";"Prague";2017-12-04 20:59:00;2017-12-04 23:29:00;"FN310";16284
"Milan";"Prague";2017-12-04 09:07:00;2017-12-04 11:37:00;"FN267";6756
"London";"Vienna";2017-12-04 05:52:00;2017-12-04 08:22:00;"FN338";7003
"Prague";"Vienna";2017-12-04 11:31:00;2017-12-04 14:01:00;"FN389";8480
"Milan";"Vienna";2017-12-04 17:18:00;2017-12-04 19:48:00;"FN343";4371
"London";"Milan";2017-12-04 19:45:00;2017-12-04 22:15:00;"FN356";8416
"Prague";"Milan";2017-12-04 07:16:00;2017-12-04 09:46:00;"FN363";2753
"Vienna";"Milan";2017-12-04 10:28:00;2017-12-04 12:58:00;"FN299";3109
"Prague";"London";2017-12-05 16:56:00;2017-12-05 19:26:00;"FN297";9797
"Vienna";"London";2017-12-05 14:37:00;2017-12-05 17:07:00;"FN367";15883
"Milan";"London";2017-12-05 12:29:00;2017-12-05 14:59:00;"FN373";18950
"London";"Prague";2017-12-05 13:35:00;2017-12-05 16:05:00;"FN277";9722
"Vienna";"Prague";2017-12-05 20:59:00;2017-12-05 23:29:00;"FN310";8374
"Milan";"Prague";2017-12-05 09:07:00;2017-12-05 11:37:00;"FN267";7414
"London";"Vienna";2017-12-05 05:52:00;2017-12-05 08:22:00;"FN338";5895
"Prague";"Vienna";2017-12-05 11:31:00;2017-12-05 14:01:00;"FN389";22947
"Milan";"Vienna";2017-12-05 17:18:00;2017-12-05 19:48:00;"FN343";11304
"London";"Milan";2017-12-05 19:45:00;2017-12-05 22:15:00;"FN356";13592
"Prague";"Milan";2017-12-05 07:16:00;2017-12-05 09:46:00;"FN363";6737
"Vienna";"Milan";2017-12-05 10:28:00;2017-12-05 12:58:00;"FN299";10914
"Prague";"London";2017-12-06 16:56:00;2017-12-06 19:26:00;"FN297";12921
"Vienna";"London";2017-12-06 14:37:00;2017-12-06 17:07:00;"FN367";4046
"Milan";"London";2017-12-06 12:29:00;2017-12-06 14:59:00;"FN373";10363
"London";"Prague";2017-12-06 13:35:00;2017-12-06 16:05:00;"FN277";16150
"Vienna";"Prague";2017-12-06 20:59:00;2017-12-06 23:29:00;"FN310";16341
"Milan";"Prague";2017-12-06 09:07:00;2017-12-06 11:37:00;"FN267";7423
"London";"Vienna";2017-12-06 05:52:00;2017-12-06 08:22:00;"FN338";3734
"Prague";"Vienna";2017-12-06 11:31:00;2017-12-06 14:01:00;"FN389";8293
"Milan";"Vienna";2017-12-06 17:18:00;2017-12-06 19:48:00;"FN343";2725
"London";"Milan";2017-12-06 19:45:00;2017-12-06 22:15:00;"FN356";9603
"Prague";"Milan";2017-12-06 07:16:00;2017-12-06 09:46:00;"FN363";3653
"Vienna";"Milan";2017-12-06 10:28:00;2017-12-06 12:58:00;"FN299";15030
"Prague";"London";2017-12-07 16:56:00;2017-12-07 19:26:00;"FN297";6724
"Vienna";"London";2017-12-07 14:37:00;2017-12-07 17:07:00;"FN367";3226
"Milan";"London";2017-12-07 12:29:00;2017-12-07 14:59:00;"FN373";3949
"London";"Prague";2017-12-07 13:35:00;2017-12-07 16:05:00;"FN277";8758
"Vienna";"Prague";2017-12-07 20:59:00;2017-12-07 23:29:00;"FN310";5151
"Milan";"Prague";2017-12-07 09:07:00;2017-12-07 11:37:00;"FN267";4623
"London";"Vienna";2017-12-07 05:52:00;2017-12-07 08:22:00;"FN338";7932
"Prague";"Vienna";2017-12-07 11:31:00;2017-12-07 14:01:00;"FN389";7181
"Milan";"Vienna";2017-12-07 17:18:00;2017-12-07 19:48:00;"FN343";16116
"London";"Milan";2017-12-07 19:45:00;2017-12-07 22:15:00;"FN356";9117
"Prague";"Milan";2017-12-07 07:16:00;2017-12-07 09:46:00;"FN363";4481
"Vienna";"Milan";2017-12-07 10:28:00;2017-12-07 12:58:00;"FN299";18153
"Prague";"London";2017-12-08 16:56:00;2017-12-08 19:26:00;"FN297";12262
"Vienna";"London";2017-12-08 14:37:00;2017-12-08 17:07:00;"FN367";3385
"Milan";"London";2017-12-08 12:29:00;2017-12-08 14:59:00;"FN373";10325
"London";"Prague";2017-12-08 13:35:00;2017-12-08 16:05:00;"FN277";5829
"Vienna";"Prague";2017-12-08 20:59:00;2017-12-08 23:29:00;"FN310";15750
